"","p_t","p_perm","slope"
"1",8.02144795494748e-21,0,2.00182072454014
"2",1.14671571912874e-21,0,2.0502378906145
"3",1.68178948273684e-20,0,1.97788970303147
"4",2.81750358709306e-21,0,1.97814087872371
"5",1.65812308626934e-22,0,1.9975779668824
"6",1.66997394622847e-21,0,2.0466559197761
"7",1.83627713127943e-20,0,2.02333941203278
"8",3.28345365445861e-21,0,1.93522076307389
"9",1.27725763634185e-20,0,1.96550954523537
"10",1.62275445089536e-19,0,1.94206117298384
"11",2.95532268730084e-20,0,2.04311242545246
"12",4.04702112862544e-21,0,1.94249161956849
"13",3.11909703003029e-21,0,1.9657679462602
"14",8.07873338992807e-21,0,1.98746064306637
"15",7.74352663008402e-23,0,1.97534613225338
"16",1.97911922337068e-20,0,2.00475385633655
"17",4.8752413368914e-21,0,1.98418185802462
"18",4.16862010493733e-21,0,2.01829432752243
"19",8.6891400284094e-21,0,2.03659206050168
"20",4.64219989605358e-22,0,2.02574331963963
"21",1.46321710214161e-19,0,2.05161243580294
"22",1.50783647791024e-19,0,1.99792927193007
"23",3.67349811021099e-20,0,1.9545843050169
"24",3.75130861629747e-20,0,2.06029542179165
"25",9.95759758375134e-21,0,1.95742609463422
"26",1.11920239569984e-22,0,2.01531470401281
"27",5.08796488734631e-21,0,2.00259415488635
"28",4.37521261877267e-19,0,2.03686633415228
"29",9.27463420513499e-22,0,2.00942087110907
"30",3.62906452099014e-22,0,1.97484902245209
"31",7.11333647519322e-22,0,1.96830283692122
"32",2.29044384589039e-21,0,1.95971561639323
"33",4.13998873441019e-19,0,1.92875276238589
"34",3.62179862917359e-20,0,1.98810536292008
"35",1.3859748657647e-20,0,1.95966811566795
"36",8.61121522264053e-24,0,1.95406593265944
"37",5.15272779938179e-23,0,1.99148404869867
"38",7.59569589531093e-20,0,1.96905180137887
"39",2.3644290608068e-22,0,2.03007119989136
"40",1.32265491023752e-20,0,2.0254123565359
"41",8.42233643183908e-24,0,2.0000416012993
"42",4.16744559892094e-21,0,1.99903097583887
"43",2.13910812660288e-21,0,1.99610892108278
"44",2.80658011990711e-20,0,1.94814153315352
"45",4.14108926408527e-20,0,1.96202384648361
"46",1.92854713786765e-22,0,1.99256803288116
"47",6.07984872233047e-20,0,2.16889758403396
"48",7.70883041467656e-24,0,1.96174233375364
"49",4.2933740874758e-20,0,2.04889613051416
"50",2.2499585546584e-20,0,1.95003207260808
"51",5.08866945425308e-22,0,1.95448216934656
"52",2.94127093353698e-21,0,2.00440283816345
"53",1.09774082901877e-18,0,1.98267893467024
"54",1.96660397006667e-24,0,2.03225457322794
"55",2.2013791869499e-20,0,2.04020807260432
"56",6.83197912883064e-22,0,2.04407932118609
"57",1.66386674166033e-23,0,1.97997327758793
"58",2.65881187148469e-19,0,1.99836209906458
"59",9.46974541079143e-17,0,2.0263251624195
"60",1.30047664399497e-21,0,2.0261299457745
"61",2.92845218016308e-20,0,1.99986521874757
"62",3.72471232811701e-23,0,2.02998521154585
"63",5.11854643351812e-19,0,1.99252003044378
"64",5.23768824062678e-23,0,2.01195298235556
"65",8.87840400480418e-22,0,2.03235915237207
"66",8.38528004986795e-21,0,1.984227515455
"67",2.24570414092604e-21,0,2.02239839940047
"68",8.04328327295773e-19,0,1.98297386103095
"69",1.5093259029612e-21,0,1.9668403847678
"70",2.85470534567128e-21,0,1.99094507148042
"71",7.0579626159688e-19,0,2.00094122305702
"72",9.8011988981147e-24,0,1.93520692583194
"73",1.50760805826228e-20,0,1.99369861748804
"74",1.49380223520587e-21,0,2.09750984947594
"75",5.38439879943557e-21,0,1.96585815893349
"76",2.32763598547109e-17,0,1.95683809983152
"77",6.50854978379954e-23,0,2.01557675894132
"78",6.23984616193535e-19,0,2.01053203104708
"79",8.35269905577702e-20,0,2.03685048278764
"80",7.09394685276322e-20,0,2.02474239698529
"81",3.31429150605095e-20,0,2.02082551480029
"82",1.0884569607273e-21,0,2.01387085099045
"83",6.35983347689941e-20,0,1.95190556180267
"84",5.77855145506656e-19,0,1.98769163666988
"85",2.88729262379084e-19,0,2.01335397407185
"86",7.37681289965764e-21,0,2.00819539714622
"87",1.69757406732191e-19,0,2.07899277547585
"88",2.43595007699764e-22,0,2.0340070059051
"89",3.74099523588919e-22,0,2.04428107571251
"90",1.02822074713188e-22,0,2.02085747501856
"91",9.18872762742001e-22,0,1.95662720830369
"92",1.98401032132153e-22,0,1.98021385615203
"93",4.21962183270101e-21,0,1.97358938190605
"94",7.02657178629834e-21,0,2.00162376432956
"95",3.90170099491549e-21,0,1.9947763774234
"96",2.57051014658408e-22,0,1.98366125399416
"97",3.31904169120631e-18,0,2.01491366485666
"98",1.50313201816709e-22,0,2.04516862129758
"99",2.42638812620914e-23,0,1.98318843229055
"100",2.26524478112422e-21,0,1.98259526933327
