,ticker,Pct_Change_Dec2007_June_2009,Pct_Change_Dec2009_June_2011
424,ATNI,26.94968522149086,-19.293074699045793
426,ATO,-3.503427525800423,20.689658514660895
429,ATR,-15.453419181871048,44.785609801756095
431,ATRC,-63.78830148929045,192.33870742906535
432,ATRI,25.919370066749288,46.218615253963016
433,ATRO,-73.75244770323121,287.4213776185345
434,ATRS,11.578942745345937,110.4762036676051
435,ATSG,-39.65936889269931,203.40427250169265
437,ATTU,-70.0000011175871,256.25000349245977
438,ATU,-49.61907993016275,63.100295923097384
440,ATV,-46.8819596057957,27.7533092394027
441,ATVI,2.724044753793455,11.473876041023752
443,AU,3.15348306106201,14.40079866620067
445,AUDC,-68.81287690644933,128.74998137354922
446,AUO,-30.87499737739563,-23.82739210329022
448,AUTO,-83.27272761951797,31.81818329598287
449,AUY,-0.5882327484716715,12.234043857352134
450,AVA,-13.993338895903824,24.527394954595678
452,AVAV,31.91219626641153,24.29873840794179
453,AVB,-27.222342303579822,82.57637899251618
454,AVD,-23.066666920979994,89.11844503276201
455,AVDL,-13.58025098352078,-11.931820413913604
460,AVHI,-47.58315926133272,10.481213873377552
461,AVID,-39.5275594985778,58.452477784561964
462,AVK,-43.325941617028924,27.744099838716934
463,AVNW,-58.322826480508226,-26.34069457572933
464,AVP,-29.54545388127423,-7.072633685445857
465,AVT,-30.571517096003543,26.94262135903538
466,AVX,-19.15384439321692,28.080463890197983
468,AVY,-43.81597371270106,13.837696850455556
470,AWF,-14.285714285714063,17.660553769805993
471,AWI,-45.1898743834676,25.948535288784818
473,AWP,-63.30769245441146,24.451944824230104
474,AWR,-6.781486727964266,4.839680603927109
475,AWRE,-30.622004438692485,67.17171267141717
476,AXAS,-62.34567824014706,136.0465043747728
477,AXDX,-26.40949248394232,1003.0769752750763
478,AXE,-27.23735767649255,50.914916547828305
479,AXGN,234.6153895530489,1.5151500920839356
480,AXL,-75.74123889444921,79.18622924107227
482,AXP,-47.04031246159981,32.530128139999235
483,AXR,-46.72131142201509,-26.82194241885191
484,AXS,-30.18718869184157,16.66666100620637
487,AXTI,-65.47618777303178,261.66666501098234
489,AYI,-24.757278430800582,79.02782944769079
490,AYR,-68.19645713832902,43.08211221367105
493,AZN,4.674414701240007,14.751213194720764
494,AZO,44.06292518872898,98.56555673512312
495,AZPN,-39.56743105198704,78.95832940108274
499,AZZ,45.6925951949721,38.24327727275322
500,B,-41.24608621747062,59.85823926655547
501,BA,-39.04464872830215,43.48815628702596
503,BABY,-31.715975015764098,26.733446402767434
504,BAC,-66.46296671180089,-24.78347908263775
505,BAF,-4.803146975106122,4.542016500659023
507,BAK,-50.98039345790294,140.2840153280696
508,BAM,-46.48571482543926,56.90633644883256
509,BANC,-54.86486280286632,274.09910802455795
511,BANF,-1.0750153648766958,6.594590882997293
512,BANFP,4.865771140887251,11.626047812953914
513,BANR,-78.12725981710264,19.13043385546142
515,BAP,-12.388264451610654,43.96741637755867
516,BAS,-47.97331965110313,356.0869565217391
517,BASI,-84.81613374789694,109.999990463257
520,BAX,-8.294371675277459,9.601310916273176
521,BB,-14.542909009133428,-31.18297820395608
522,BBBY,8.313041355298777,55.52891241788183
524,BBD,-23.35483637176586,0.5397500096691047
526,BBF,-10.073535300043496,4.705885344860391
527,BBGI,-46.65354175497855,37.0588151971365
528,BBH,-41.35384881713014,13.252638028850209
529,BBK,-7.746474947680499,5.79710275128769
530,BBL,-13.687198771197483,30.782055542296472
532,BBOX,2.8333346048991674,15.473610666147355
534,BBSI,-28.254159338102042,34.60489906210793
535,BBT,-25.354840678553554,5.586152919087758
537,BBVA,-45.92410662861966,-32.77600034774362
538,BBW,-63.10469319299652,47.90285869652524
539,BBX,-57.391302635178356,19.35483932991311
540,BBY,-21.117761154867985,-17.813767292465688
541,BC,-69.88571439470566,99.02438652224681
543,BCBP,-35.81081163804855,37.15319587308672
545,BCE,-38.22032058792355,58.70526694328706
547,BCH,-4.751478059926679,77.23932482507163
548,BCLI,-86.20689570124162,170.00001271565768
550,BCO,-49.57684496910672,32.518878811170616
551,BCOM,-25.8408509184807,78.24774235602678
552,BCOR,-58.40455550949895,12.423126871644403
554,BCPC,23.099413573964036,111.83871028773127
556,BCRX,-22.602742074868708,-31.51618297614957
557,BCS,-48.78840946062073,1.5615965130394105
560,BDC,-53.9239954830965,57.523732184109214
561,BDGE,13.788819777665303,7.031617430699917
562,BDJ,-25.408349132710445,2.2118693481752527
563,BDN,-57.69449431542982,23.326574754769663
564,BDSI,177.60000228881842,-5.729167539781625
565,BDX,-11.42539538611983,16.34178586704089
568,BECN,101.10294306704458,42.98245388647046
570,BEL,-83.96377284186268,31.16882298014938
571,BELFA,-51.18513739172563,35.35590191999075
572,BELFB,-39.90627175977828,21.853940807468796
573,BEN,-30.460394977792248,26.87476084412906
574,BEP,-20.563848732177203,35.540467795870924
577,BFIN,-36.785476187804036,-8.412199489809376
579,BFK,-6.865672406600449,4.70119636351456
580,BFO,-5.891594870145975,8.715599005903433
581,BFR,-38.59191318201598,68.57610418431304
583,BFS,-36.979067306156466,28.77204188268393
585,BFZ,-16.06648034793515,2.7756333790714005
586,BG,-39.65333387586809,20.893325721414236
589,BGCP,-59.214500843228656,95.8536565793119
590,BGFV,-6.633736972452102,-44.140861002918
591,BGG,-21.96900445531934,9.649124182932509
595,BGR,-23.282049456213336,23.33470985455334
596,BGS,-14.702920375399971,154.14165990622584
597,BGT,-29.169348427957253,14.918762654761883
598,BGY,-30.20304669893733,-8.089497329096321
599,BH,-12.857141778339859,74.70433452736265
602,BHE,-13.298181281031818,-9.095889574860815
604,BHGE,-47.120549385006946,95.75470976661478
605,BHK,-3.0434815779973907,9.73527190101611
606,BHLB,-9.922418652047405,17.348005656067965
607,BHP,-9.442244442637607,30.57816428790714
608,BHR,-88.18181818181819,77.96610169491525
613,BID,-59.40290142637098,126.20905374676512
614,BIDU,-14.497484492176808,250.20244188673652
615,BIF,-48.36956414698653,16.873886144840142
616,BIG,54.82428199900335,42.66665879116257
617,BIIB,-3.066035303805856,131.38005708601588
619,BIO,-16.385362567801888,28.479162851969786
621,BIOL,-25.110130913436535,239.09916835637506
622,BIOS,-23.514208638810896,3.157898039038497
627,BJRI,3.1804308601303766,204.77298998986137
628,BJZ,-1.6778523919496542,6.510069072904299
629,BK,-37.49211056699255,2.667164019868412
630,BKCC,-49.96363553133877,22.653322546508655
631,BKD,-56.39124112092839,62.622945816790164
632,BKE,60.514649304861656,62.130838853063
635,BKH,-44.51060179640539,28.469001521052217
638,BKK,-0.15026639468937367,6.397775166706042
639,BKN,-12.93286200029011,9.51650614124568
640,BKNG,7.2727272727272725,139.20326583790677
641,BKS,-21.37404227893393,9.967668818550495
642,BKSC,-5.07142760588249,22.19665676759704
643,BKT,16.171001246335273,13.897761242006831
645,BKYI,18.181809150811436,-28.571429923007898
647,BLBD,-16.853927948937905,7.121487727449359
651,BLDP,-50.1170931158002,4.733723135940334
652,BLDR,-28.882435554141956,-39.99999999999994
653,BLFS,240.0000221388688,50.000003547896064
654,BLH,0.12674561534947779,0.985220749181587
655,BLIN,-49.84615384615385,-0.0
656,BLK,-9.271583480385216,-9.281817349520455
657,BLKB,-41.7866357735801,27.21057050152406
658,BLL,1.6168902772078029,58.1309990903414
665,BLW,-14.781491829751225,28.62166365731657
666,BLX,-15.078866156475678,28.999272379215395
667,BMA,-29.608693330184348,37.18648260440533
669,BME,-17.910442204889073,19.95172551366421
670,BMI,15.489992649974516,6.700879653751536
672,BMO,-22.16216078749639,27.38023654946444
674,BMRC,4.6678607513613,11.374998092651257
675,BMRN,-40.61103021697869,70.93092934848292
676,BMS,-0.11543165413506254,14.663950539975138
677,BMTC,-10.131331511869016,37.70930372194863
678,BMY,-22.456535138646,18.218462535513037
679,BNCL,12.164956235143078,-11.795964443728977
683,BNS,-23.580001831054602,34.308033914362376
684,BNSO,-51.03734831855069,138.29787395938348
686,BNY,-6.39420080521038,1.3323953529711678
687,BOCH,-28.99408123747882,-14.951455663450314
688,BOE,-33.88059769475546,0.6479423807702651
689,BOFI,-2.1428585052491376,75.14586655057923
691,BOH,-17.31566035982686,3.3089089914695786
693,BOKF,-18.844805468237446,17.987941874595986
697,BOOM,-60.328555961780935,16.588666718640113
698,BOOT,-36.743603205208245,19.37799292318917
700,BOSC,-75.67567567567568,180.00001816522482
701,BOTJ,-6.563717870761068,-7.837805040902619
705,BP,-27.88422123497547,-19.165626619282534
706,BPFH,-80.19395729744417,30.555555029941246
708,BPK,-0.5944527777213182,6.332460431951626
709,BPL,-9.3568507569365,23.67815443487416
712,BPOP,-70.12711831873358,35.07108760542524
714,BPOPN,-31.670023011757987,49.05148820357907
716,BPT,0.5275965899744193,44.68333170455692
719,BQH,-17.7135658373733,1.862072122508278
720,BR,-19.963867200287634,9.210520394610123
722,BRC,-23.132807671521267,16.963676186327504
723,BREW,-62.728786618474196,332.3144010238041
724,BRFS,-12.00429175915854,62.039663541868116
725,BRID,44.16666030883783,18.432660543852965
726,BRKL,4.3523325688783485,-2.421047813013999
727,BRKR,-4.387758130681584,86.27630413432203
728,BRKS,-58.87096724574703,50.40540501355583
729,BRO,-15.273654764875689,48.99829255715897
734,BRS,-36.000747497641605,47.03169837464205
736,BRT,-70.3947364706081,45.08928509657165
739,BSAC,-0.6595716978099716,60.41381402858952
741,BSD,-21.23188597593612,7.824590184501884
742,BSE,-11.510787566227096,2.499999458139942
743,BSET,-65.0756700033795,154.05406102026578
749,BSQR,-50.084031532480964,194.90739039064962
750,BSRR,-38.9319236733995,60.00000000000034
751,BST,-17.09646076239444,25.99999769678642
752,BSTC,222.3225747385329,-11.606178767844792
754,BSX,-8.435852622960768,-15.795723416328736
755,BT,-67.50705557486233,51.95401948073838
756,BTA,-19.230768268886848,7.317075770973953
758,BTE,1.3796908853265633,118.8080517865816
760,BTI,-27.159531830259905,44.1383760080707
761,BTO,-47.25457644643491,21.918820850346556
764,BTZ,-38.24969364526069,16.880735935621946
767,BURG,6.730776813608792,93.84615971491877
769,BUSE,-58.8770884759549,63.93939563247949
770,BVN,13.639027665301068,34.76354014416284
771,BVSN,-68.07228915662651,1.119407287125374
774,BWA,-25.050359826276882,166.36993445021983
776,BWEN,21.720426826066667,-76.55172413793103
779,BWINA,-19.420645387317332,7.292106732785658
780,BWINB,-19.0205018977176,-0.21367195673371958
781,BWP,-24.017179873874362,4.272892343834147
783,BX,-44.55813918002838,29.923663833162518
784,BXC,-0.30121170638656297,27.924534059920376
785,BXE,-68.57142789023264,242.85713947231824
786,BXG,-50.31645538581152,41.30435075561611
787,BXMT,-94.21243011238919,284.68467833769387
788,BXMX,-29.41935754591419,2.250809454101859
789,BXP,-41.77284952938517,58.58586247800901
790,BXS,-3.4139975324809217,-44.81992008132832
792,BYD,-69.14986689793336,11.779142123691306
793,BYFC,5.562908461541523,-44.23963153893132
794,BYM,-4.949781930799228,3.177005051516505
796,BZH,-61.63101658822065,-2.238809723378222
798,C,-87.33699303405369,32.19047425285207
799,CA,-26.60400658584804,5.054647798853291
801,CAAS,0.7692337036132266,-42.95384333683895
803,CAC,24.499825617191522,8.00259930536928
804,CACC,49.21117011906841,147.78527674571063
806,CACI,-2.7992707798780914,38.82251405711411
809,CAE,-41.87062640482527,69.30818064247447
810,CAF,-20.915711543464564,-12.359551937777667
811,CAG,-16.01676938362009,17.800100140769974
812,CAH,-36.02799580550185,42.24866186920391
813,CAI,-39.94307451028496,156.25717103409704
814,CAJ,-24.233799520290088,24.364294671994635
815,CAKE,-18.761469246451657,68.07610522636726
816,CAL,-40.58441658972261,9.036140713686898
819,CALL,72.83949803295866,229.03225806451616
820,CALM,10.264054064723606,15.965165833793108
822,CAMP,-59.03614550120909,12.847217738076584
823,CAMT,-70.71823269917498,206.36361931966314
826,CAR,-54.92845698981886,71.70000076293898
833,CARV,-58.984375,-88.96551724137932
836,CASH,-43.48739647324838,-8.413461847065498
837,CASI,-33.05785449653127,-43.636364424524224
838,CASM,-58.33333491017578,72.61905868510321
839,CASS,5.136678295326986,38.3561664934463
840,CASY,-3.065949113704949,56.12349542743409
841,CAT,-45.614776239921895,88.89282812555466
843,CATC,-7.339449541284404,20.648462097596838
845,CATM,-58.54657112614,117.70157418132361
846,CATO,52.76119325441913,56.110518794782806
847,CATS,-82.53968253968253,-92.85714285714286
848,CATY,-59.89385799738347,123.90709023615297
849,CAVM,-24.925051819026468,112.73792405810781
850,CB,-22.092827261751726,40.60892329955211
852,CBAK,-2.150535539390112,-43.18181818181818
853,CBAN,-45.36082676942153,-8.970974078930475
855,CBB,-30.18433600977409,11.784511481788964
856,CBD,19.545456857392132,46.09648658888049
857,CBFV,-15.942028985507244,31.66894767909117
858,CBH,-48.21428312939041,47.492620804545446
859,CBIO,-63.202936452519374,4.093018929955703
860,CBK,-40.6194696912604,3.9076338493733265
861,CBL,-68.50000023841858,100.2148071913387
862,CBLI,-36.32416646654678,54.05405529249149
864,CBM,-39.78494644330431,-10.291266019297742
865,CBMG,-62.5,250.0
871,CBRL,1.3816419010007357,33.87227024544398
872,CBS,-65.6658959451,119.15384439321693
873,CBSH,-20.459002263587813,11.601345474907381
875,CBT,-49.572129020704715,73.78435153089112
877,CBU,-17.46436054872558,33.855293211589405
879,CBZ,-19.340661045088716,10.248906206758342
881,CCBG,-37.81911309401795,-9.113500046458958
882,CCCL,7.909602023642955,-35.405403402619754
885,CCE,-30.28865748303587,49.10851609338852
886,CCI,-35.05127121806299,17.338588947079256
888,CCJ,-17.657092430433952,-1.4388491559082421
889,CCK,-3.8537142370259394,58.27999877929679
890,CCL,-39.36651860981059,19.500638756842807
893,CCMP,-11.640957498603044,58.709051009604686
894,CCNE,20.687022589559362,-5.661617382714232
895,CCO,-74.99999999999994,60.64300483096324
896,CCOI,-57.731456026366715,98.25175268223654
899,CCRN,-32.60073211448407,-9.557106085264602
902,CCU,6.755952535116841,63.770092009697954
904,CCZ,-36.84210526315789,16.297466950507594
907,CDE,-61.46401978417515,46.54403641526053
912,CDMO,155.2631599704028,-20.542631197022057
915,CDNS,-60.681114212865594,85.76387819592563
916,CDOR,-68.69712226620817,-23.076918367546895
917,CDR,-46.463657702503156,-3.6777589622419686
918,CDTI,-88.93088625875279,-10.119047619047619
923,CDZI,-30.478722206226127,-6.9373918442930655
924,CE,-39.00817673360292,77.70000457763668
925,CEA,-69.72924411624692,43.080292529258976
926,CECE,-57.4771123013122,74.17721598447453
927,CECO,0.3224503241760109,11.418217003214025
928,CEE,-50.30897868934853,39.4506836094467
930,CEL,-7.855488343520517,-3.4196279030526524
932,CELG,5.019559648659897,17.260751708207493
934,CELH,53.84615948919724,-89.42307611482849
939,CENT,116.57356354356942,19.036694914892543
940,CENTA,104.98084749678223,22.355777386730747
941,CENX,-84.8076921242934,57.128509624402945
942,CEO,-5.632055701581836,61.409043239051584
944,CEQP,-13.018740196711914,7.9552354748132
946,CERN,13.417450107767193,62.981737168113895
947,CERS,-81.35861039857564,75.4385925775142
948,CETV,-79.78026026020105,-11.246841204869297
951,CEVA,-13.438731937318835,183.60374873002885
953,CEZ,405.0,551.7857438853028
954,CF,-9.216434008454799,81.54748588299205
957,CFBK,-20.779222176677496,-27.13177995834769
958,CFFI,-40.964250130790134,19.16667090521944
959,CFFN,39.56905388581329,-4.2891759925701285
963,CFR,-0.5233537331589277,19.583503111698533
969,CGEN,24.07407312018204,60.74074355336015
970,CGG,-61.7946347640813,81.19576781957039
972,CGNX,-25.986676519834628,115.64211592871729
973,CGO,-35.82656009223101,14.623655840469645
974,CHA,-27.881730984353176,61.44547476607006
975,CHCI,-44.230771624024065,68.05556212573245
976,CHCO,1.0488531615860217,5.224591976861694
978,CHD,1.229812755638832,42.50901023369285
979,CHDN,-21.53543069096694,29.577466641959237
980,CHE,-22.12853249944167,46.453592554592774
983,CHFC,-14.808508690367233,-17.767159301721527
984,CHFN,-58.86523379896559,16.108145315703794
987,CHH,-17.370326463772074,13.708887039990891
988,CHI,-20.553940186687754,12.199172147391875
989,CHK,-34.20982053699341,34.819060610409025
990,CHKE,-27.670870343322818,13.888888234791269
991,CHKP,16.320623937880107,78.88608321525443
993,CHL,-36.4683723646927,4.6972410871786705
995,CHMG,-28.30188679245283,13.69192729877447
